"ABRE";"DENOMINATIONS.SANS.AUTEUR";"FAMILLE";"GENRE";"ESPECE";"CodeValid";"CodeValidAnormale"
"ETGO";"ENTOGONIOPSIS";"CE";"ENTOGONIOPSIS";"ENTOGONIOPSIS";"ETGO";"ETGO"
"ENTO";"ENTOMONEIS";"SU";"ENTOMONEIS";"ENTOMONEIS";"ENTO";"ENTO"
"ENTP";"ENTOPYLA";"AR";"ENTOPYLA";"ENTOPYLA";"ENTP";"ENTP"
"ENVK";"ENVEKADEA";"NA";"ENVEKADEA";"ENVEKADEA";"ENVK";"ENVK"
"EOLI";"EOLIMNA";"NA";"EOLIMNA";"EOLIMNA";"EOLI";"EOLI"
"EOSE";"EOSEIRA";"CE";"EOSEIRA";"EOSEIRA";"EOSE";"EOSE"
"EPHE";"EPHEMERA";"NA";"EPHEMERA";"EPHEMERA";"EPHE";"EPHE"
"EPPE";"EPIPELLIS";"MO";"EPIPELLIS";"EPIPELLIS";"EPPE";"EPPE"
"EPIP";"EPIPHALAINA";"NA";"EPIPHALAINA";"EPIPHALAINA";"EPIP";"EPIP"
"EPIT";"EPITHEMIA";"EP";"EPITHEMIA";"EPITHEMIA";"EPIT";"EPIT"
"ETHM";"ETHMODISCUS";"CE";"ETHMODISCUS";"ETHMODISCUS";"ETHM";"ETHM"
"EUCA";"EUCAMPIA";"CE";"EUCAMPIA";"EUCAMPIA";"EUCA";"EUCA"
"EUCO";"EUCOCCONEIS";"MO";"EUCOCCONEIS";"EUCOCCONEIS";"EUCO";"EUCO"
"EUNP";"EUNOPHORA";"BR";"EUNOPHORA";"EUNOPHORA";"EUNP";"EUNP"
"EUNO";"EUNOTIA";"BR";"EUNOTIA";"EUNOTIA";"EUNO";"EUNO"
"EUFO";"EUNOTIOFORMA";"BR";"EUNOTIOFORMA";"EUNOTIOFORMA";"EUFO";"EUFO"
"EUTO";"EUNOTOGRAMMA";"CE";"EUNOTOGRAMMA";"EUNOTOGRAMMA";"EUTO";"EUTO"
"EODI";"EUODIA";"CE";"EUODIA";"EUODIA";"EODI";"EODI"
"EUOD";"EUODIELLA";"CE";"EUODIELLA";"EUODIELLA";"EUOD";"EUOD"
"EUPO";"EUPODISCUS";"CE";"EUPODISCUS";"EUPODISCUS";"EUPO";"EUPO"
"EPYX";"EUPYXIDICULA";"CE";"EUPYXIDICULA";"EUPYXIDICULA";"EPYX";"EPYX"
"EURO";"EUROSSIA";"CE";"EUROSSIA";"EUROSSIA";"EURO";"EURO"
"EXTU";"EXTUBOCELLULUS";"CE";"EXTUBOCELLULUS";"EXTUBOCELLULUS";"EXTU";"EXTU"
"FALC";"FALCULA";"AR";"FALCULA";"FALCULA";"FALC";"FALC"
"FALL";"FALLACIA";"NA";"FALLACIA";"FALLACIA";"FALL";"FALL"
"FENE";"FENESTRELLA";"CE";"FENESTRELLA";"FENESTRELLA";"FENE";"FENE"
"FIDE";"FIDELIACYCLUS";"CE";"FIDELIACYCLUS";"FIDELIACYCLUS";"FIDE";"FIDE"
"FITU";"FISTULIFERA";"NA";"FISTULIFERA";"FISTULIFERA";"FITU";"FITU"
"FLOR";"FLORELLA";"AR";"FLORELLA";"FLORELLA";"FLOR";"FLOR"
"FOGE";"FOGEDIA";"NA";"FOGEDIA";"FOGEDIA";"FOGE";"FOGE"
"FONT";"FONTIGONIUM";"CE";"FONTIGONIUM";"FONTIGONIUM";"FONT";"FONT"
"FOSS";"FOSSULA";"AR";"FOSSULA";"FOSSULA";"FOSS";"FOSS"
"FOVI";"FOVIRHOMBUS";"CE";"FOVIRHOMBUS";"FOVIRHOMBUS";"FOVI";"FOVI"
"FRAG";"FRAGILARIA";"AR";"FRAGILARIA";"FRAGILARIA";"FRAG";"FRAG"
"FRAF";"FRAGILARIFORMA";"AR";"FRAGILARIFORMA";"FRAGILARIFORMA";"FRAF";"FRAF"
"FRGP";"FRAGILARIOPSIS";"NI";"FRAGILARIOPSIS";"FRAGILARIOPSIS";"FRGP";"FRGP"
"FRAN";"FRANKOPHILA";"AR";"FRANKOPHILA";"FRANKOPHILA";"FRAN";"FRAN"
"FRIC";"FRICKEA";"NA";"FRICKEA";"FRICKEA";"FRIC";"FRIC"
"FRUS";"FRUSTULIA";"NA";"FRUSTULIA";"FRUSTULIA";"FRUS";"FRUS"
"FRYX";"FRYXELLIELLA";"CE";"FRYXELLIELLA";"FRYXELLIELLA";"FRYX";"FRYX"
"FURT";"FURTHECA";"CE";"FURTHECA";"FURTHECA";"FURT";"FURT"
"FUSI";"FUSIFORMELLA";"CE";"FUSIFORMELLA";"FUSIFORMELLA";"FUSI";"FUSI"
"GAIL";"GAILLONELLA";"CE";"GAILLONELLA";"GAILLONELLA";"GAIL";"GAIL"
"GATO";"GATO";"AR";"GATO";"GATO";"GATO";"GATO"
"GEIS";"GEISSLERIA";"NA";"GEISSLERIA";"GEISSLERIA";"GEIS";"GEIS"
"GENK";"GENKALIA";"NA";"GENKALIA";"GENKALIA    ";"GENK";"GENK"
"GEPH";"GEPHYRIA";"AR";"GEPHYRIA";"GEPHYRIA";"GEPH";"GEPH"
"GERM";"GERMAINIELLA";"NA";"GERMAINIELLA";"GERMAINIELLA";"GERM";"GERM"
"GIFF";"GIFFENIA";"NI";"GIFFENIA";"GIFFENIA";"GIFF";"GIFF"
"GLDO";"GLADIOPSIS";"CE";"GLADIOPSIS";"GLADIOPSIS";"GLDO";"GLDO"
"GLAD";"GLADIUS";"CE";"GLADIUS";"GLADIUS";"GLAD";"GLAD"
"GLIW";"GLIWICZIA";"MO";"GLIWICZIA";"GLIWICZIA";"GLIW";"GLIW"
"GLOR";"GLORIOPTYCHUS";"CE";"GLORIOPTYCHUS";"GLORIOPTYCHUS";"GLOR";"GLOR"
"GLYP";"GLYPHODESMIS";"CE";"GLYPHODESMIS";"GLYPHODESMIS";"GLYP";"GLYP"
"GLYC";"GLYPHODISCUS";"CE";"GLYPHODISCUS";"GLYPHODISCUS";"GLYC";"GLYC"
"GOFI";"GOLDFISCHIA";"NA";"GOLDFISCHIA";"GOLDFISCHIA";"GOFI";"GOFI"
"GCYM";"GOMPHOCYMBELLA";"NA";"GOMPHOCYMBELLA";"GOMPHOCYMBELLA";"GCYM";"GCYM"
"GCYP";"GOMPHOCYMBELLOPSIS";"NA";"GOMPHOCYMBELLOPSIS";"GOMPHOCYMBELLOPSIS";"GCYP";"GCYP"
"GNEI";"GOMPHONEIS";"NA";"GOMPHONEIS";"GOMPHONEIS";"GNEI";"GNEI"
"GOMP";"GOMPHONEMA";"NA";"GOMPHONEMA";"GOMPHONEMA";"GOMP";"GOMP"
"GPMO";"GOMPHONEMOPSIS";"NA";"GOMPHONEMOPSIS";"GOMPHONEMOPSIS";"GPMO";"GPMO"
"GONI";"GOMPHONITZSCHIA";"NI";"GOMPHONITZSCHIA";"GOMPHONITZSCHIA";"GONI";"GONI"
"GOPL";"GOMPHOPLEURA";"NA";"GOMPHOPLEURA";"GOMPHOPLEURA";"GOPL";"GOPL"
"GPST";"GOMPHOSEPTATUM";"NA";"GOMPHOSEPTATUM";"GOMPHOSEPTATUM";"GPST";"GPST"
"GOSI";"GOMPHOSINICA";"NA";"GOMPHOSINICA";"GOMPHOSINICA";"GOSI";"GOSI"
"GOPP";"GOMPHOSPHENIA";"NA";"GOMPHOSPHENIA";"GOMPHOSPHENIA";"GOPP";"GOPP"
"GPTC";"GOMPHOTHECA";"NI";"GOMPHOTHECA";"GOMPHOTHECA";"GPTC";"GPTC"
"GONO";"GONIOCEROS";"CE";"GONIOCEROS";"GONIOCEROS";"GONO";"GONO"
"GNIO";"GONIOTHECIUM";"CE";"GONIOTHECIUM";"GONIOTHECIUM";"GNIO";"GNIO"
"GOSS";"GOSSLERIELLA";"CE";"GOSSLERIELLA";"GOSSLERIELLA";"GOSS";"GOSS"
"GRAC";"GRACHEVIA";"NA";"GRACHEVIA";"GRACHEVIA";"GRAC";"GRAC"
"GRAM";"GRAMMATOPHORA";"AR";"GRAMMATOPHORA";"GRAMMATOPHORA";"GRAM";"GRAM"
"GRMO";"Grammonema";"AR";"GRAMMONEMA";"Grammonema";"GRMO";"GRMO"
"GRNO";"GRUNOWIA";"NI";"GRUNOWIA";"GRUNOWIA";"GRNO";"GRNO"
"GRUN";"GRUNOWINITZSCHIA";"NI";"GRUNOWINITZSCHIA";"GRUNOWINITZSCHIA";"GRUN";"GRUN"
"GUIN";"GUINARDIA";"CE";"GUINARDIA";"GUINARDIA";"GUIN";"GUIN"
"GYRD";"GYRODISCUS";"CE";"GYRODISCUS";"GYRODISCUS";"GYRD";"GYRD"
"GYRO";"GYROSIGMA";"NA";"GYROSIGMA";"GYROSIGMA";"GYRO";"GYRO"
"HALA";"HALAMPHORA";"NA";"HALAMPHORA";"HALAMPHORA";"HALA";"HALA"
"HAPT";"HALOPETITIA";"CE";"HALOPETITIA ";"HALOPETITIA ";"HAPT";"HAPT"
"HARD";"HALOROUNDIA";"MO";"HALOROUNDIA";"HALOROUNDIA";"HARD";"HARD"
"HMTU";"HAMATUSIA";"SU";"HAMATUSIA";"HAMATUSIA";"HMTU";"HMTU"
"HAND";"HANDMANNIA";"CE";"HANDMANNIA";"HANDMANNIA";"HAND";"HAND"
"HANI";"HANICELLA";"AR";"HANICELLA";"HANICELLA";"HANI";"HANI"
"HANN";"HANNAEA";"AR";"HANNAEA";"HANNAEA";"HANN";"HANN"
"HANT";"HANTZSCHIA";"NI";"HANTZSCHIA";"HANTZSCHIA";"HANT";"HANT"
"HASL";"HASLEA";"NA";"HASLEA";"HASLEA";"HASL";"HASL"
"HAYD";"HAYNALDIA";"CE";"HAYNALDIA";"HAYNALDIA";"HNDO";"HNDO"
"HNDO";"HAYNALDIOPSIS";"CE";"HAYNALDIOPSIS";"HAYNALDIOPSIS";"HNDO";"HNDO"
"HELI";"HELICOTHECA";"CE";"HELICOTHECA";"HELICOTHECA";"HELI";"HELI"
"HELS";"HELISELLA";"SU";"HELISELLA";"HELISELLA";"HELS";"HELS"
"HEMI";"HEMIAULUS";"CE";"HEMIAULUS";"HEMIAULUS";"HEMI";"HEMI"
"HMAU";"HEMIAULUS";"CE";"HEMIAULUS";"HEMIAULUS";"HMAU";"HMAU"
"HEMD";"HEMIDISCUS";"CE";"HEMIDISCUS";"HEMIDISCUS";"HEMD";"HEMD"
"HMST";"HEMISTEPHANOS";"CE";"HEMISTEPHANOS";"HEMISTEPHANOS";"HMST";"HMST"
"HDYL";"HENDEYELLA";"AR";"HENDEYELLA";"HENDEYELLA";"HDYL";"HDYL"
"HSCB";"HENDEYSCORESBYA";"CE";"HENDEYSCORESBYA";"HENDEYSCORESBYA";"HSCB";"HSCB"
"HETG";"HETERANGION";"CE";"HETERANGION";"HETERANGION";"HETG";"HETG"
"HETE";"HETERODICTYON";"CE";"HETERODICTYON";"HETERODICTYON";"HETE";"HETE"
"HIMA";"HIMANTIDIUM";"BR";"HIMANTIDIUM";"HIMANTIDIUM";"HIMA";"HIMA"
"HIPO";"HIPPODONTA";"NA";"HIPPODONTA";"HIPPODONTA";"HIPO";"HIPO"
"HOMA";"HOMALODISCUS";"IS";"HOMALODISCUS";"HOMALODISCUS";"OCHR";"OCHR"
"HORO";"HORODISCUS";"CE";"HORODISCUS";"HORODISCUS";"HORO";"HORO"
"HORS";"HORSTIA";"NA";"HORSTIA";"HORSTIA";"PAHO";"PAHO"
"HUMI";"HUMIDOPHILA";"NA";"HUMIDOPHILA";"HUMIDOPHILA";"HUMI";"HUMI"
"HUST";"HUSTEDTIELLA";"AR";"HUSTEDTIELLA";"HUSTEDTIELLA";"HUST";"HUST"
"HUTT";"HUTTONIELLA";"CE";"HUTTONIELLA";"HUTTONIELLA";"HUTT";"HUTT"
"HYAN";"HYALINELLA";"CE";"HYALINELLA";"HYALINELLA";"HYAN";"HYAN"
"HYAP";"HYALODISCOPSIS";"CE";"HYALODISCOPSIS";"HYALODISCOPSIS";"HYAP";"HYAP"
"HYAD";"HYALODISCUS";"CE";"HYALODISCUS";"HYALODISCUS";"HYAD";"HYAD"
"HYAG";"HYALOGRAMMA";"AR";"HYALOGRAMMA";"HYALOGRAMMA";"HYAG";"HYAG"
"HYLO";"HYALONEIS";"AR";"HYALONEIS";"HYALONEIS";"HYLO";"HYLO"
"HYAS";"HYALOSIGMA";"NA";"HYALOSIGMA";"HYALOSIGMA";"HYAS";"HYAS"
"HYAL";"HYALOSIRA";"AR";"HYALOSIRA";"HYALOSIRA";"HYAL";"HYAL"
"HSYN";"HYALOSYNEDRA";"AR";"HYALOSYNEDRA";"HYALOSYNEDRA";"HSYN";"HSYN"
"HYDR";"HYDROSERA";"CE";"HYDROSERA";"HYDROSERA";"HYDR";"HYDR"
"HYDS";"HYDROSILICON";"SU";"HYDROSILICON";"HYDROSILICON";"HYDS";"HYDS"
"HYDL";"HYDROSIRELLA";"CE";"HYDROSIRELLA";"HYDROSIRELLA";"HYDL";"HYDL"
"HYGR";"HYGROPETRA";"NA";"HYGROPETRA";"HYGROPETRA";"HYGR";"HYGR"
"ICON";"ICONELLA";"SU";"ICONELLA";"ICONELLA";"ICON";"ICON"
"INAL";"INALVEOLATA";"NA";"INALVEOLATA";"INALVEOLATA";"INAL";"INAL"
"INCI";"INCISORIA";"AR";"INCISORIA";"INCISORIA";"INCI";"INCI"
"ISTH";"ISTHMIA";"CE";"ISTHMIA";"ISTHMIA";"ISTH";"ISTH"
"JANI";"JANISCHIA";"CE";"JANISCHIA";"JANISCHIA";"JANI";"JANI"
"JOUS";"JOUSERELLA";"CE";"JOUSERELLA";"JOUSERELLA";"JOUS";"JOUS"
"KARA";"KARAYEVIA";"MO";"KARAYEVIA";"KARAYEVIA";"KARA";"KARA"
"KENT";"KENTRODISCUS";"CE";"KENTRODISCUS";"KENTRODISCUS";"KENT";"KENT"
"KERA";"KERATOPHORA";"CE";"KERATOPHORA";"KERATOPHORA";"KERA";"KERA"
"KHUR";"KHURSEVICHIA";"NA";"KHURSEVICHIA";"KHURSEVICHIA";"KHUR";"KHUR"
"KISS";"KISSELEVIELLA";"CE";"KISSELEVIELLA";"KISSELEVIELLA";"KISS";"KISS"
"KITT";"KITTONIA";"CE";"KITTONIA";"KITTONIA";"KITT";"KITT"
"KOBA";"KOBAYASIA";"NA";"KOBAYASIA";"KOBAYASIA";"KOBA";"KOBA"
"KOBL";"KOBAYASIELLA";"NA";"KOBAYASIELLA";"KOBAYASIELLA";"KOBL";"KOBL"
"KOER";"KOERNERELLA";"AR";"KOERNERELLA";"KOERNERELLA";"KOER";"KOER"
"KOIZ";"KOIZUMIA";"AR";"KOIZUMIA";"KOIZUMIA";"KOIZ";"KOIZ"
"KOLB";"KOLBESIA";"MO";"KOLBESIA";"KOLBESIA";"KOLB";"KOLB"
"KOZH";"KOZHOWIA";"NA";"KOZHOWIA";"KOZHOWIA            ";"KOZH";"KOZH"
"KOZL";"KOZLOVIELLA";"CE";"KOZLOVIELLA";"KOZLOVIELLA                            ";"KOZL";"KOZL"
"KRAS";"KRASSKELLA";"NA";"KRASSKELLA";"KRASSKELLA";"KRAS";"KRAS"
"KRST";"KRSTICIELLA";"NA";"KRSTICIELLA";"KRSTICIELLA";"KRST";"KRST"
"KTEN";"KTENODISCUS";"IS";"KTENODISCUS";"KTENODISCUS";"KTEN";"KTEN"
"KURP";"KURPISZIA";"NA";"KURPISZIA";"KURPISZIA";"KURP";"KURP"
"KUKR";"KURTKRAMMERIA";"NA";"KURTKRAMMERIA";"KURTKRAMMERIA";"KUKR";"KUKR"
"LABE";"LABELLICULA";"NA";"LABELLICULA";"LABELLICULA";"LABE";"LABE"
"LAEO";"LACUNEOLIMNA";"NA";"LACUNEOLIMNA ";"LACUNEOLIMNA ";"LAEO";"LAEO"
"LACU";"LACUNICULA";"NA";"LACUNICULA";"LACUNICULA";"LACU";"LACU"
"LACS";"LACUSTRIELLA";"NA";"LACUSTRIELLA   ";"LACUSTRIELLA   ";"LACS";"LACS"
"LAMP";"LAMPRISCUS";"CE";"LAMPRISCUS";"LAMPRISCUS";"LAMP";"LAMP"
"LACI";"LANCINEIS";"AR";"LANCINEIS";"LANCINEIS";"LACI";"LACI"
"LAUD";"LAUDERIA";"CE";"LAUDERIA";"LAUDERIA";"LAUD";"LAUD"
"LECO";"LECOHUIA";"NA";"LECOHUIA";"LECOHUIA";"LECO";"LECO"
"LEMN";"LEMNICOLA";"MO";"LEMNICOLA";"LEMNICOLA";"LEMN";"LEMN"
"LENO";"LENNOXIA";"NI";"LENNOXIA";"LENNOXIA";"LENO";"LENO"
"LENT";"LENTILIFORMA";"CE";"LENTILIFORMA";"LENTILIFORMA";"LENT";"LENT"
"LEPI";"LEPIDODISCUS";"CE";"LEPIDODISCUS";"LEPIDODISCUS";"LEPI";"LEPI"
"LEPT";"LEPTOCYLINDRUS";"CE";"LEPTOCYLINDRUS";"LEPTOCYLINDRUS";"LEPT";"LEPT"
"LEDU";"LEUDUGERIA";"CE";"LEUDUGERIA";"LEUDUGERIA";"LEDU";"LEDU"
"LEYA";"LEYANELLA";"CE";"LEYANELLA";"LEYANELLA";"LEYA";"LEYA"
"LIBE";"LIBELLUS";"NA";"LIBELLUS";"LIBELLUS";"LIBE";"LIBE"
"LICM";"LICMOPHORA";"AR";"LICMOPHORA";"LICMOPHORA";"LICM";"LICM"
"LMSO";"LICMOSOMA";"AR";"LICMOSOMA";"LICMOSOMA";"LMSO";"LMSO"
"LICN";"LICMOSPHENIA";"AR";"LICMOSPHENIA";"LICMOSPHENIA";"LICN";"LICN"
"LIND";"LINDAVIA";"CE";"LINDAVIA ";"LINDAVIA ";"LIND";"LIND"
"LIOL";"LIOLOMA";"AR";"LIOLOMA";"LIOLOMA";"LIOL";"LIOL"
"LISI";"LISITZINIA";"CE";"LISITZINIA";"LISITZINIA";"LISI";"LISI"
"LTDD";"LITHODESMIOIDES";"CE";"LITHODESMIOIDES";"LITHODESMIOIDES";"LTDD";"LTDD"
"LITH";"LITHODESMIUM";"CE";"LITHODESMIUM";"LITHODESMIUM";"LITH";"LITH"
"LIVI";"LIVINGSTONIA";"CE";"LIVINGSTONIA";"LIVINGSTONIA";"LIVI";"LIVI"
"LOBO";"LOBODISCUS";"CE";"LOBODISCUS";"LOBODISCUS";"LOBO";"LOBO"
"LORA";"LORANTHELLA";"CE";"LORANTHELLA";"LORANTHELLA";"LORA";"LORA"
"LUNE";"LUNELLA";"NA";"LUNELLA";"LUNELLA";"LUNE";"LUNE"
"LUTI";"LUTICOLA";"NA";"LUTICOLA";"LUTICOLA";"LUTI";"LUTI"
"LULO";"LUTICOLOPSIS";"NA";"LUTICOLOPSIS";"LUTICOLOPSIS";"LULO";"LULO"
"LYRE";"LYRELLA";"NA";"LYRELLA";"LYRELLA";"LYRE";"LYRE"
"MADN";"MADINITHIDIUM";"MO";"MADINITHIDIUM";"MADINITHIDIUM";"MADN";"MADN"
"MAGU";"MANGUINEA";"NA";"MANGUINEA";"MANGUINEA";"MAGU";"MAGU"
"MART";"MARTYANA";"AR";"MARTYANA";"MARTYANA";"MART";"MART"
"MTDI";"MASTODISCUS";"CE";"MASTODISCUS";"MASTODISCUS";"MTDI";"MTDI"
"MAST";"MASTOGLOIA";"NA";"MASTOGLOIA";"MASTOGLOIA";"MAST";"MAST"
"MGLP";"MASTOGLOIOPSIS";"NA";"MASTOGLOIOPSIS";"MASTOGLOIOPSIS";"MGLP";"MGLP"
"MATG";"MASTOGONIA";"CE";"MASTOGONIA";"MASTOGONIA";"MATG";"MATG"
"MATN";"MASTONEIS";"NA";"MASTONEIS";"MASTONEIS";"MATN";"MATN"
"MAYA";"MAYAMAEA";"NA";"MAYAMAEA";"MAYAMAEA";"MAYA";"MAYA"
"MEDI";"MEDIOPYXIS";"CE";"MEDIOPYXIS";"MEDIOPYXIS";"MEDI";"MEDI"
"MELI";"MEDLINELLA";"NA";"MEDLINELLA";"MEDLINELLA";"MELI";"MELI"
"MEDL";"MEDLINIA";"CE";"MEDLINIA";"MEDLINIA";"MEDL";"MEDL"
"MELN";"MELONEIS";"AR";"MELONEIS";"MELONEIS";"MELN";"MELN"
"MELO";"MELOSIRA";"CE";"MELOSIRA";"MELOSIRA";"MELO";"MELO"
"MEMB";"MEMBRANEIS";"NA";"MEMBRANEIS";"MEMBRANEIS";"MEMB";"MEMB"
"MERE";"MERETROSULUS";"CE";"MERETROSULUS";"MERETROSULUS";"MERE";"MERE"
"MERI";"MERIDION";"AR";"MERIDION";"MERIDION";"MERI";"MERI"
"MESO";"MESODICTYON";"CE";"MESODICTYON";"MESODICTYON";"MESO";"MESO"
"MDTP";"MESODICTYOPSIS";"CE";"MESODICTYOPSIS";"MESODICTYOPSIS";"MDTP";"MDTP"
"MSCO";"METASCOLIONEIS";"NA";"METASCOLIONEIS ";"METASCOLIONEIS ";"MSCO";"MSCO"
"MEUN";"MEUNIERA";"NA";"MEUNIERA";"MEUNIERA";"MEUN";"MEUN"
"MIPU";"MICRAMPULLA";"IS";"MICRAMPULLA";"MICRAMPULLA";"KTEN";"KTEN"
"MCCT";"MICROCOSTATUS";"NA";"MICROCOSTATUS";"MICROCOSTATUS";"MCCT";"MCCT"
"MFIS";"MICROFISSURATA";"NA";"MICROFISSURATA";"MICROFISSURATA";"MFIS";"MFIS"
"MICR";"MICROTABELLA";"AR";"MICROTABELLA";"MICROTABELLA";"MICR";"MICR"
"MINI";"MINIDISCUS";"CE";"MINIDISCUS";"MINIDISCUS";"MINI";"MINI"
"MINU";"MINUTOCELLUS";"CE";"MINUTOCELLUS";"MINUTOCELLUS";"MINU";"MINU"
"MIOS";"MIOSIRA";"CE";"MIOSIRA";"MIOSIRA";"MIOS";"MIOS"
"MIRA";"MIRALTIA";"CE";"MIRALTIA";"MIRALTIA";"MIRA";"MIRA"
"MOEL";"MOELLERIA";"IS";"MOELLERIA";"MOELLERIA";"NEMO";"NEMO"
"MOBR";"MONOBRACHIA";"CE";"MONOBRACHIA";"MONOBRACHIA";"MOBR";"MOBR"
"MNCL";"MONOCLADIA";"CE";"MONOCLADIA";"MONOCLADIA";"MNCL";"MNCL"
"MOPS";"MONOPSIA";"CE";"MONOPSIA";"MONOPSIA";"MOPS";"MOPS"
"MUEL";"MUELLERIA";"NA";"MUELLERIA";"MUELLERIA";"MUEL";"MUEL"
"MYCE";"MYCETACANTHUS";"CE";"MYCETACANTHUS";"MYCETACANTHUS";"MYCE";"MYCE"
"NADY";"NADIYA";"NA";"NADIYA";"NADIYA";"NADY";"NADY"
"NGUM";"NAGUMOEA";"NI";"NAGUMOEA";"NAGUMOEA";"NGUM";"NGUM"
"NNFT";"NANOFRUSTULUM";"AR";"NANOFRUSTULUM";"NANOFRUSTULUM";"NNFT";"NNFT"
"NANO";"NANONEIS";"NA";"NANONEIS";"NANONEIS";"NANO";"NANO"
"NAVC";"NAVICELLA";"NA";"NAVICELLA";"NAVICELLA";"NAVC";"NAVC"
"NAVI";"NAVICULA";"NA";"NAVICULA";"NAVICULA";"NAVI";"NAVI"
"NADI";"NAVICULADICTA";"NA";"NAVICULADICTA";"NAVICULADICTA";"NADI";"NADI"
"NONE";"NAVICULONEMA";"NA";"NAVICULONEMA";"NAVICULONEMA";"NONE";"NONE"
"NVCB";"NAVICYMBULA";"NA";"NAVICYMBULA";"NAVICYMBULA";"NVCB";"NVCB"
"NVGI";"NAVIGEIA";"NA";"NAVIGEIA";"NAVIGEIA";"NVGI";"NVGI"
"NAVG";"NAVIGIOLUM";"NA";"NAVIGIOLUM";"NAVIGIOLUM";"NAVG";"NAVG"
"NDMP";"NEIDIOMORPHA";"NA";"NEIDIOMORPHA";"NEIDIOMORPHA";"NDMP";"NDMP"
"NDIO";"NEIDIOPSIS";"NA";"NEIDIOPSIS";"NEIDIOPSIS";"NDIO";"NDIO"
"NEID";"NEIDIUM";"NA";"NEIDIUM";"NEIDIUM";"NEID";"NEID"
"NEOC";"NEOCALYPTRELLA";"CE";"NEOCALYPTRELLA";"NEOCALYPTRELLA";"NEOC";"NEOC"
"NEOD";"NEODELPHINEIS";"AR";"NEODELPHINEIS";"NEODELPHINEIS";"NEOD";"NEOD"
"NDTC";"NEODENTICULA";"NI";"NEODENTICULA";"NEODENTICULA";"NDTC";"NDTC"
"NDTN";"NEODETONIA";"AR";"NEODETONIA";"NEODETONIA";"NDTN";"NDTN"
"NOFR";"NEOFRAGILARIA";"CE";"NEOFRAGILARIA";"NEOFRAGILARIA";"NOFR";"NOFR"
"NEOF";"NEOFRAGILARIA";"AR";"NEOFRAGILARIA";"NEOFRAGILARIA";"NEOF";"NEOF"
"NEMO";"NEOMOELLERIA";"IS";"NEOMOELLERIA";"NEOMOELLERIA";"NEMO";"NEMO"
"NTTH";"NEOSTREPTOTHECA";"CE";"NEOSTREPTOTHECA";"NEOSTREPTOTHECA";"NTTH";"NTTH"
"NEOS";"NEOSYNEDRA";"AR";"NEOSYNEDRA";"NEOSYNEDRA";"NEOS";"NEOS"
"NIKL";"NIKOLAEVIA";"CE";"NIKOLAEVIA";"NIKOLAEVIA";"NIKL";"NIKL"
"NSNK";"NINASTRELNIKOVIA";"NA";"NINASTRELNIKOVIA";"NINASTRELNIKOVIA";"NSNK";"NSNK"
"NITZ";"NITZSCHIA";"NI";"NITZSCHIA";"NITZSCHIA";"NITZ";"NITZ"
"NIDI";"NITZSCHIAE DISSIPATAE(SECTION)";"NI";"NITZSCHIAE DISSIPATAE(SECTION)";"NITZSCHIAE DISSIPATAE(SECTION)";"NIDI";"NIDI"
"NTZL";"NITZSCHIELLAE (NITZSCHIA)";"NI";"NITZSCHIA";"NITZSCHIELLAE (NITZSCHIA)";"NTZL";"NTZL"
"NUPE";"NUPELA";"NA";"NUPELA";"NUPELA";"NUPE";"NUPE"
"OCHI";"OCHIGMA";"NA";"OCHIGMA";"OCHIGMA     ";"OCHI";"OCHI"
"OCHR";"OCHRADISCUS";"IS";"OCHRADISCUS";"OCHRADISCUS";"OCHR";"OCHR"
"ODON";"ODONTELLA";"CE";"ODONTELLA";"ODONTELLA";"ODON";"ODON"
"ODOD";"ODONTIDIUM";"AR";"ODONTIDIUM";"ODONTIDIUM";"ODOD";"ODOD"
"ODOT";"ODONTOTROPIS";"CE";"ODONTOTROPIS";"ODONTOTROPIS";"ODOT";"ODOT"
"OSTR";"OESTRUPIA";"NA";"OESTRUPIA";"OESTRUPIA";"OSTR";"OSTR"
"OLIF";"OLIFANTIELLA";"NA";"OLIFANTIELLA";"OLIFANTIELLA";"OLIF";"OLIF"
"OMPL";"OMPHALOPHORTRON";"CE";"OMPHALOPHORTRON";"OMPHALOPHORTRON";"OMPL";"OMPL"
"OMPH";"OMPHALOPSIS";"CE";"OMPHALOPSIS";"OMPHALOPSIS";"OMPH";"OMPH"
"OPEP";"OPEPHORA";"AR";"OPEPHORA";"OPEPHORA";"OPEP";"OPEP"
"OPHO";"OPEPHOROPSIS";"AR";"OPEPHOROPSIS";"OPEPHOROPSIS";"OPHO";"OPHO"
"ORCY";"ORICYMBA";"NA";"ORICYMBA";"ORICYMBA";"ORCY";"ORCY"
"ORIZ";"ORIZAFORMIS";"CE";"ORIZAFORMIS";"ORIZAFORMIS";"ORIZ";"ORIZ"
"ORTH";"ORTHONEIS";"NA";"ORTHONEIS";"ORTHONEIS";"ORTH";"ORTH"
"ORTO";"ORTHOSEIRA";"CE";"ORTHOSEIRA";"ORTHOSEIRA";"ORTO";"ORTO"
"OXYN";"OXYNEIS";"AR";"OXYNEIS";"OXYNEIS";"OXYN";"OXYN"
"PACH";"PACHYNEIS";"NA";"PACHYNEIS";"PACHYNEIS";"PACH";"PACH"
"PAHO";"PALEOHORSTIA";"NA";"PALEOHORSTIA";"PALEOHORSTIA";"PAHO";"PAHO"
